frame_name,fid,class,bb0,bb1,bb2,bb3,ID,center_x_pixels,center_y_pixels,center_x_um,center_y_um,frame_number,delta_x,delta_y
23_frame_0_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.43125,0.678125,0.03125,0.0354166666666666,23,276.0,325.5,575.0,678.125,0,0.0,0.0
23_frame_1_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4312646028037383,0.6781152647975078,0.0312353971962616,0.0354166666666666,23,276.0093457943925,325.49532710280374,575.0194704049844,678.1152647975078,1,0.019470404984417655,-0.009735202492151984
23_frame_2_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4312792056074766,0.6781055295950156,0.0312207943925233,0.0354166666666666,23,276.01869158878503,325.4906542056075,575.0389408099688,678.1055295950157,2,0.019470404984417655,-0.009735202492151984
23_frame_3_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4312938084112149,0.6780957943925234,0.0312061915887849,0.0354166666666666,23,276.02803738317755,325.4859813084112,575.0584112149533,678.0957943925234,3,0.019470404984417655,-0.009735202492265671
23_frame_4_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313084112149532,0.6780860591900312,0.0311915887850466,0.0354166666666666,23,276.03738317757006,325.48130841121497,575.0778816199377,678.0860591900313,4,0.019470404984417655,-0.009735202492151984
23_frame_5_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313230140186915,0.678076323987539,0.0311769859813083,0.0354166666666666,23,276.0467289719626,325.4766355140187,575.0973520249221,678.076323987539,5,0.019470404984417655,-0.009735202492265671
23_frame_6_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313376168224298,0.6780665887850468,0.03116238317757,0.0354166666666666,23,276.0560747663551,325.47196261682245,575.1168224299065,678.0665887850469,6,0.019470404984417655,-0.009735202492151984
23_frame_7_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313522196261681,0.6780568535825545,0.0311477803738317,0.0354166666666666,23,276.0654205607476,325.4672897196262,575.1362928348909,678.0568535825546,7,0.019470404984417655,-0.009735202492265671
23_frame_8_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313668224299066,0.6780471183800623,0.0311331775700934,0.0354166666666666,23,276.07476635514024,325.4626168224299,575.1557632398756,678.0471183800623,8,0.01947040498464503,-0.009735202492265671
23_frame_9_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313814252336449,0.67803738317757,0.0311185747663551,0.0354166666666666,23,276.08411214953276,325.4579439252336,575.17523364486,678.0373831775701,9,0.019470404984417655,-0.009735202492265671
23_frame_10_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4313960280373832,0.6780276479750779,0.0311039719626168,0.0354166666666666,23,276.0934579439253,325.45327102803736,575.1947040498444,678.0276479750779,10,0.019470404984417655,-0.009735202492151984
23_frame_11_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4314106308411215,0.6780179127725856,0.0310893691588785,0.0354166666666666,23,276.1028037383178,325.4485981308411,575.2141744548288,678.0179127725856,11,0.019470404984417655,-0.009735202492265671
23_frame_12_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4314252336448598,0.6780081775700935,0.0310747663551402,0.0354166666666666,23,276.11214953271025,325.44392523364485,575.233644859813,678.0081775700935,12,0.01947040498419028,-0.009735202492151984
23_frame_13_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4314398364485982,0.6779984423676012,0.0310601635514018,0.0354166666666666,23,276.1214953271028,325.4392523364486,575.2531152647975,677.9984423676012,13,0.019470404984531342,-0.009735202492265671
23_frame_14_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4314544392523364,0.6779887071651091,0.0310455607476635,0.0354166666666666,23,276.1308411214953,325.43457943925233,575.2725856697818,677.9887071651091,14,0.01947040498430397,-0.009735202492151984
23_frame_15_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.4314690420560748,0.6779789719626168,0.0310309579439252,0.0354166666666666,23,276.14018691588785,325.4299065420561,575.2920560747664,677.9789719626169,15,0.019470404984531342,-0.009735202492151984
23_frame_16_with_ftid,ckz3vxvyj000v3867zug7yf6g,0,0.431483644859813,0.6779692367601247,0.0310163551401869,0.0354166666666666,23,276.1495327102803,325.4252336448598,575.3115264797507,677.9692367601247,16,0.01947040498430397,-0.009735202492265671
