frame_name,fid,class,bb0,bb1,bb2,bb3,ID,center_x_pixels,center_y_pixels,center_x_um,center_y_um,frame_number,delta_x,delta_y
38_frame_0_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7364583333333333,0.0328125,0.0354166666666666,38,321.5,353.5,669.7916666666667,736.4583333333334,0,0.0,0.0
38_frame_1_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7361378205128205,0.0328125,0.0354166666666666,38,321.5,353.34615384615387,669.7916666666667,736.1378205128207,1,0.0,-0.3205128205127039
38_frame_2_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7358173076923077,0.0328125,0.0354166666666666,38,321.5,353.1923076923077,669.7916666666667,735.8173076923077,2,0.0,-0.3205128205129313
38_frame_3_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7354967948717949,0.0328125,0.0354166666666666,38,321.5,353.03846153846155,669.7916666666667,735.4967948717949,3,0.0,-0.3205128205128176
38_frame_4_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.735176282051282,0.0328125,0.0354166666666666,38,321.5,352.88461538461536,669.7916666666667,735.1762820512821,4,0.0,-0.3205128205128176
38_frame_5_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7348557692307692,0.0328125,0.0354166666666666,38,321.5,352.7307692307692,669.7916666666667,734.8557692307693,5,0.0,-0.3205128205128176
38_frame_6_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7345352564102564,0.0328125,0.0354166666666666,38,321.5,352.5769230769231,669.7916666666667,734.5352564102565,6,0.0,-0.3205128205128176
38_frame_7_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7342147435897436,0.0328125,0.0354166666666666,38,321.5,352.4230769230769,669.7916666666667,734.2147435897436,7,0.0,-0.3205128205128176
38_frame_8_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7338942307692308,0.0328125,0.0354166666666666,38,321.5,352.2692307692308,669.7916666666667,733.8942307692308,8,0.0,-0.3205128205128176
38_frame_9_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.733573717948718,0.0328125,0.0354166666666666,38,321.5,352.11538461538464,669.7916666666667,733.573717948718,9,0.0,-0.3205128205128176
38_frame_10_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7332532051282051,0.0328125,0.0354166666666666,38,321.5,351.96153846153845,669.7916666666667,733.2532051282052,10,0.0,-0.3205128205128176
38_frame_11_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7329326923076923,0.0328125,0.0354166666666666,38,321.5,351.8076923076923,669.7916666666667,732.9326923076924,11,0.0,-0.3205128205128176
38_frame_12_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7326121794871795,0.0328125,0.0354166666666666,38,321.5,351.65384615384613,669.7916666666667,732.6121794871794,12,0.0,-0.3205128205129313
38_frame_13_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.50234375,0.7322916666666667,0.0328125,0.0354166666666666,38,321.5,351.5,669.7916666666667,732.2916666666667,13,0.0,-0.3205128205127039
38_frame_14_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.5023328234265734,0.7322916666666667,0.0328125,0.0354166666666666,38,321.49300699300693,351.5,669.7770979020978,732.2916666666667,14,-0.014568764568934967,0.0
38_frame_15_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.5023218968531469,0.7322916666666667,0.0328125,0.0354166666666666,38,321.486013986014,351.5,669.7625291375292,732.2916666666667,15,-0.014568764568593906,0.0
38_frame_16_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.5023109702797203,0.7322916666666667,0.0328125,0.0354166666666666,38,321.47902097902096,351.5,669.7479603729604,732.2916666666667,16,-0.01456876456882128,0.0
38_frame_17_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.5023000437062937,0.7322916666666667,0.0328125,0.0354166666666666,38,321.47202797202794,351.5,669.7333916083916,732.2916666666667,17,-0.01456876456882128,0.0
38_frame_18_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.5022891171328672,0.7322916666666667,0.0328125,0.0354166666666666,38,321.465034965035,351.5,669.718822843823,732.2916666666667,18,-0.014568764568593906,0.0
38_frame_19_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.5022781905594406,0.7322916666666667,0.0328125,0.0354166666666666,38,321.458041958042,351.5,669.7042540792542,732.2916666666667,19,-0.01456876456882128,0.0
38_frame_20_with_ftid,ckyw7vqeb000j3867v1k4y9wh,0,0.502267263986014,0.7322916666666667,0.0328125,0.0354166666666666,38,321.45104895104896,351.5,669.6896853146853,732.2916666666667,20,-0.01456876456882128,0.0
