frame_name,fid,class,bb0,bb1,bb2,bb3,ID,center_x_pixels,center_y_pixels,center_x_um,center_y_um,frame_number,delta_x,delta_y
22_frame_0_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.14296875,0.1125,0.0421875,0.0416666666666666,22,91.5,54.0,190.625,112.50000000000001,0,0.0,0.0
22_frame_1_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.14296875,0.1173611111111111,0.0421875,0.0416666666666666,22,91.5,56.33333333333333,190.625,117.36111111111111,1,0.0,4.8611111111111
22_frame_2_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.14296875,0.1222222222222222,0.0421875,0.0416666666666666,22,91.5,58.66666666666666,190.625,122.22222222222221,2,0.0,4.8611111111111
22_frame_3_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.14296875,0.1270833333333333,0.0421875,0.0416666666666666,22,91.5,60.999999999999986,190.625,127.08333333333331,3,0.0,4.8611111111111
22_frame_4_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.1429454291044776,0.1272388059701492,0.0421875,0.0416666666666666,22,91.48507462686567,61.07462686567161,190.59390547263683,127.2388059701492,4,-0.03109452736316598,0.15547263681588674
22_frame_5_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.1429221082089552,0.1273942786069651,0.0421875,0.0416666666666666,22,91.47014925373134,61.149253731343244,190.56281094527364,127.3942786069651,5,-0.031094527363194402,0.15547263681590096
22_frame_6_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.1428987873134328,0.1275497512437811,0.0421875,0.0416666666666666,22,91.455223880597,61.223880597014926,190.53171641791045,127.5497512437811,6,-0.031094527363194402,0.15547263681600043
22_frame_7_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.1428754664179104,0.127705223880597,0.0421875,0.0416666666666666,22,91.44029850746266,61.29850746268656,190.50062189054722,127.705223880597,7,-0.031094527363222824,0.15547263681590096
22_frame_8_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.142852145522388,0.1278606965174129,0.0421875,0.0416666666666666,22,91.42537313432832,61.373134328358184,190.46952736318403,127.86069651741289,8,-0.031094527363194402,0.15547263681588674
22_frame_9_with_ftid,ckyw7qq3p002r3867g7ntncq2,0,0.1428288246268657,0.1280161691542288,0.0421875,0.0416666666666666,22,91.41044776119404,61.44776119402983,190.43843283582092,128.01616915422883,9,-0.031094527363109137,0.1554726368159436
