fid,ALH Mean,ALH Max
ckz3w7jvs001b3867v3h4p4s2,0.0,0.0
cl4dmy6pl0007356fb5434fln,0.0,0.0
cl4dmz269000a356fbourf6gh,0.0,0.0
cl4dmzfpu000e356febbq1mdv,0.0,0.0
cl4dmznh7000h356fz64w6qfx,0.0,0.0
cl4dmzugt000l356fsxuain4w,0.0,0.0
cl4dmzzr5000o356f0nurzmg1,0.00011885113614500211,0.07957066059565414
cl4dn074j000r356ft1vyetoc,0.0,0.0
cl4dn0l0k000u356f5463x7v8,8.876681870898854e-05,0.06201438262378444
cl4dn0osn000x356fvfwvgmvh,0.0,0.0
cl4dn0tn50010356fijf6pqfh,0.004210554890717226,0.7369623858999237
cl4dn10tn0014356fmstmdw3n,0.00012118027565497204,0.1337654389609376
cl4dn16y20017356flmtqfcq9,0.0,0.0
cl4dn1d6p001a356fofmctpok,0.000289569989276401,0.26987384391014446
cl4dn1ntd001e356f6imbmn4c,0.0,0.0
cl4dn1s7s001h356fqxy6oas6,,
cl4dn1y19001k356ficmedsas,0.0,0.0
cl4dn26v7001o356fc38c9lns,0.0,0.0
cl4dn2eky001r356f9iyqtonl,0.0,0.0
cl4dn2man001v356fs0awxzwd,0.0,0.0
cl4dn2v1x001z356f0b9qzcro,,
cl4dn36ry0023356f0cgb198p,0.0,0.0
cl4dn3kvh0027356fw5hb6zil,2.935709869499665e-05,0.03399552028880612
cl4dn3qvf002b356fqvwam33m,0.0002597668128735964,0.2110571305271297
cl4dn3xp8002f356fgyjyt6l2,0.0,0.0
cl4dn4454002i356fujuhkkmk,0.0,0.0
cl4dn4fgi002l356fi8q5o4hf,0.0,0.0
cl4dn4rqx002p356f523pixqc,0.0002364656952556903,0.07956849182157195
cl4dn5dr1002t356ffuci57qx,3.143482223269282e-05,0.029232932927218555
cl4dnao7p002x356f5zr1ficu,0.007166256490602607,3.9017611374104213
cl4dnbhn70030356fthswsrdj,0.0029319500977581787,1.749677437324045
cl4dnfaoc0034356f93ugfa2p,0.002280201339851557,1.9356459014091068
cl4dniemg0038356f48cdk2md,0.0004807345774197222,0.3243409343275457
cl4dnu29k003c356f8jj3p32s,0.0058099558544658595,2.086075787354151
cl4dnva4g003g356f9g5rcuft,0.0,0.0
cl4dnx7aa003l356fsr4z3nrl,0.0,0.0
cl4dpg8f1003p356f72ya9kx4,0.011418308135229911,1.624439381946756
cl4drfdke003t356firajhs9f,0.0,0.0
cl4drq4ne003x356fg6wuc2de,0.009210955983675106,1.7280121659161995
cl4drtxmt0041356fzce45snx,0.0,0.0
cl4dsi9g60045356fj8loyfsx,0.0,0.0
cl4dxi3z90049356fhg7pcjy2,0.0,0.0
cl4dxk93t004d356fh5fmei69,0.00175560325300058,0.2420633647347995
cl4e3l3wa0003356fbrnzfamc,0.0,0.0
cl4e3u41h0007356fsnvcg4ia,0.0,0.0
cl4e3ueop000b356f01i7ldq1,0.0,0.0
cl4e3ukq4000e356ff34zwnrn,0.0,0.0
cl4e3uqus000h356fe27iuxa8,0.0,0.0
cl4e3uxro000k356fp9gecmfy,0.0,0.0
cl4e3v8ln000o356f3qmx8dpe,0.0,0.0
cl4e3vgyt000s356fzpl4rmbp,0.0,0.0
cl4e3vohl000v356fy39mbucz,0.0,0.0
cl4e3vusl000z356famxl2zb2,0.0,0.0
cl4e3w0dk0012356fs5affwnl,0.0,0.0
cl4e3wa6j0015356f6i69u7c1,0.0,0.0
cl4e3wjdu0019356fnueqbfih,0.0,0.0
cl4e3x3xe001c356fioyxs0uv,0.0,0.0
cl4e3xy58001g356fmmazkw9m,0.0,0.0
cl4e3y4bo001k356fuf7l796k,0.0,0.0
cl4e3ybxx001o356fk5wf5qlr,0.0,0.0
cl4e3yxj7001s356fnluwh9ib,0.0,0.0
cl68ztsov00033b6ggh2ri460,2.205297544193859e-05,0.025537345561764884
cl690f0jy00073b6g5g1429s9,0.0,0.0
