fid,ALH Mean,ALH Max
ckz3xadsm00073867s2f56arc,0.0,0.0
cl2y6vcnk0003396crlfnynr8,0.001919911215638161,0.5902962749257953
cl2y6vvt70008396c0ckvnogs,0.0,0.0
cl2y6w4lz000d396c9ut3tf7y,0.001561211951207778,0.789121531265129
cl2y6ws55000i396ckilwz9ni,0.0019403503516494912,0.888131270082618
cl2y6x5bp000n396cjm1cw2ku,0.0002339591812091072,0.12150152133174294
cl2y6xpxp000r396cfihfei9k,0.0,0.0
cl2y6y2wp000x396cjmwsx95y,0.0,0.0
cl2y6yd760010396csyxzatmo,0.0,0.0
cl2y6yo4e0014396c3fyhh60p,0.0,0.0
cl2y6yu2k0018396cf3j7xkar,0.0003129436648378829,0.2222862498839043
cl2y6z5av001c396ch2uc9u30,0.009556248766651544,0.9803188032661417
cl2y6zf1z001g396cxj1g5ctg,0.0,0.0
cl2y6zn5g001k396crexidmbw,0.0,0.0
cl2y702oj001o396ckjtscowe,0.009579780625595093,3.079296869822698
cl2y70qpu001w396cr03czee2,0.0,0.0
cl2y710l10020396cumqlujzb,0.0,0.0
cl2y7181x0024396c92jo5fle,0.0,0.0
cl2y71h0y0028396czyytm4ls,0.0,0.0
cl2y71xgv002c396c8i3p7ljc,2.8861508962702364e-05,0.028688339908926153
cl2y725lh002g396ct8mx38g5,0.0,0.0
cl2y72fbh002k396c3n09c56s,0.0,0.0
cl2y72tbg002o396c6g5h89tz,0.01790929402907931,3.0902313400592614
cl2y73m7r002s396cnsyck1uk,0.0,0.0
cl2y75jjc002x396cvyzjiqsk,0.0,0.0
cl2y77h1d0032396c2renauon,0.00030683288097857464,0.23339339823461833
cl2y7hcvy0037396c6ud7pt1p,0.05928550048775625,31.76390348352593
cl2y7iooi003c396c6izghkdd,0.023889049723617946,1.419624173709418
cl2y7xe87003h396c2n8hv156,0.0,0.0
cl2y7zzyk003l396cxlrndlxr,0.0,0.0
cl2y8fjfg003p396c141178j4,0.038634396600434384,3.275687893075319
cl2y8pfft003t396cqis89gnd,0.0,0.0
cl2y94vuu003x396cqcjvxpgf,0.0,0.0
cl2y96xhq0042396cgnqc44hu,0.0019829356524588824,0.6544376632394415
cl2y9is9a0046396chlhjr8w9,0.001225486237358673,0.5498927415907864
cl2yck2ad004b396cui13iuz4,0.0,0.0
cl2ydfxde004f396clzj0ilmi,0.0026374074350982665,0.6784351121746893
cl2ydgblh004j396cfhys7a3j,0.007911627882533025,1.251604221285575
cl2yhyonl0007396c1c75isha,0.0,0.0
cl2yib5ts000b396cekhoxqfd,0.005598979903949976,0.2933431004190994
cl2yibj50000g396czhbho4cb,0.0,0.0
cl2yic6it000k396crh8mynir,0.0,0.0
cl2yisexs000o396c87jbuzs8,0.0056107236581212005,0.1729009746572777
cl2yiuanh000t396cozxek241,0.0,0.0
cl2yiz4ya000y396ck25oml96,0.0,0.0
cl2znupsg0005396cminm52kf,4.1049297752704186e-05,0.019293169943770967
cl2znv05l0009396cqytv20ry,0.0,0.0
cl2znv977000d396cdb4prn6m,0.015813610986722078,3.13231511306117
cl2znvon7000h396ciogihw0p,0.0,0.0
cl2znw4nf000m396ckrqij0o0,0.05870125507424819,4.173091754009087
cl2znwce2000r396c6wzup6l1,0.010488497787534657,1.4129052475387585
cl2znwmew000v396cg3f6w219,0.0034611202562887904,1.4294426658472705
cl2zny5y5001c396cjw8l8war,0.0,0.0
cl2znycyz001g396cwpsh1fpn,0.0,0.0
cl2zo7z5b001l396cgg30lmke,0.0,0.0
cl2zogjmc001p396clblhoug4,0.0,0.0
cl2zogo0e001t396cagx04dw7,0.0,0.0
cl2zogsca001x396cm1lqtvrw,0.0,0.0
cl2zogw6e0021396c7d7901iy,0.0,0.0
cl2zoh1q10026396ccr8og9at,0.0,0.0
cl2zoha2s002a396cu2ma50sw,0.0,0.0
cl2zojo2h002e396c7qt651e5,0.0,0.0
cl2zojswm002i396chs5urjya,0.0,0.0
cl2zok2ke002m396c0272jqkb,0.0,0.0
cl2zolye7002q396c2vl57kh0,0.0001186669657731166,0.0557734739133648
cl2zoslp4002u396cuf27qdfy,0.0,0.0
cl2zoyiy5002z396cf9qm9vq0,0.0,0.0
cl2zpi8yk0034396cr5xayo15,0.0,0.0
cl691y4fr000b3b6gl13eulob,0.0,0.0
cl691zdqu000h3b6gpesz4820,0.0,0.0
cl69219fd000l3b6ghe3a7tw6,0.0,0.0
cl6951wa600033b6gdev62fd4,0.0,0.0
cl696ekiz00033b6g0yxnl7s9,0.00013401599597547315,0.10765075537061776
cl696haqz00073b6gf0un301j,0.0,0.0
cl696k4y4000b3b6gofhyu663,0.0,0.0
cl696kcfx000f3b6gr3k0oqk4,0.0,0.0
cl696kim5000j3b6g3waaz3ij,0.0,0.0
cl696ldsk000n3b6g3cevz2tg,0.0,0.0
cl696lj76000r3b6gbse56a1a,0.0,0.0
