fid,ALH Mean,ALH Max
ckz3vqjlf000b3867lm528m2k,0.0,0.0
cl4weyuo90009356hxr59smjp,0.0011361620237414327,0.5856907127619821
cl4weyxuc000d356hs8ui2qet,0.00011236908710572066,0.14612238390216
cl4weyyvn000h356hhekp3hcm,0.03125268670386826,6.8625817277949634
cl4wez06n000l356hmx66narq,0.1742914179824069,52.46220123742647
cl4wez13n000o356ho4fcafi3,0.0,0.0
cl4wez248000r356hxmxncuzk,0.0008771169241811923,1.2127520944233618
cl4wez35m000v356ho91qj1ps,0.0014048691727557591,0.5861696666976235
cl4wez42f000y356hkxx6e1cs,0.0,0.0
cl4wez5dr0012356hy5aioo3f,0.004553146882072715,1.0300960119884734
cl4wez7890016356hdkmlwvuy,0.0,0.0
cl4wez8o2001a356h7hvchli5,0.0020357533080113802,1.6122769206389027
cl4wezaim001d356hmfktyvkm,0.0004835134907493959,0.5820944045394302
cl4wezca1001h356hgsrm0ige,0.0,0.0
cl4wezdga001k356h50cpk5jb,0.0,0.0
cl4wezefj001p356hdap5czbu,0.00016405158767248808,0.14323938162504068
cl4wezfyy001s356hapqnkmsh,0.00023833436406144745,0.08038756357642177
cl4wezgys001w356h3eszw0sw,0.0,0.0
cl4wezhuc001z356h9y51sfb4,0.0,0.0
cl4wezj880023356h4fno9e6j,0.0857186798945203,7.411023422954629
cl4wezke40027356hnid29qy9,2.034175408285281e-05,0.01910085356340936
cl4wezlqg002a356hok6cmojl,0.006352123117591282,2.1685802466233697
cl4wezmox002e356hyjm6vpmn,0.0006920612466701416,0.47814555481774634
cl4weznry002h356h93a4kbrl,0.00023233314399765181,0.22897927746663618
cl4wezoqx002l356hgdxbv8a9,0.00011470136488617424,0.09152654570080855
cl4wezpz3002q356hwvtl31vv,0.0007119215789271066,0.75241586175304
cl4wezqws002u356hsr2oigkr,0.0022509962153764982,2.984050778279686
cl4wezrzq002y356hq6kf6ael,0.00349712160644574,4.009076617291766
cl4weztbe0032356hy99s7x7l,0.0,0.0
cl4wezu960035356h2psu8brh,0.000457344493595587,0.35177092852545255
cl4wezw2q0039356hx63tml20,0.0,0.0
cl4wezxd3003d356hnezyo6qa,5.243645399019034e-05,0.06309750470255622
cl4wezz2e003h356h4g2oxevg,0.0005988096653398551,0.13173812637476812
cl4wf00sd003l356h1i0o94od,3.871972432271407e-06,0.004104290778207691
cl4wf02m6003p356hx82s2s8p,1.250651878603941,17.600586025167818
cl4wf04fy003t356hoilp0zdy,0.0008556056320744737,0.8393433550648013
cl4wf05m2003x356ha8qligg6,0.00010792872723246655,0.049983063718145954
cl4wf06xq0040356hx18gw35b,1.7191687738039537e-05,0.00950494526185391
cl4wf08be0043356h59jlarps,0.01948412956715889,9.975874338385351
cl4wf09dv0046356hs9zrwnhh,0.004721471688443612,0.6195185312115044
cl4wf0afy004a356hkdxgi7g3,0.0,0.0
cl4wf0bfi004e356hw8ze6alu,0.0,0.0
cl4wf0chk004h356h2e50ugry,0.0,0.0
cl4xlv3j70003356p1771z5kq,0.0,0.0
cl4xlxfld000b356pb00h5yfx,0.0,0.0
cl4xlxu2n000f356p44vxccs1,0.0,0.0
cl4xma6i4000j356ptg824by4,0.0,0.0
cl4xmb25y000n356pqvwcm5hf,0.07828943426911811,5.140609936694699
cl4xmczp4000r356p5kgem2ty,0.03277030030784685,4.950164819581241
cl4xmf82y000v356pjqkph1gz,0.002314371951774167,0.7260557582856306
cl4xmiy2b0010356ptq250lto,0.02953670809448256,20.460265659339445
cl4xmn1pr0014356po774hc34,0.0,0.0
cl4xmp20f0018356prwcb12ol,0.03831516958551025,1.8727989946586705
cl4xmqohy001c356pyl9kj1te,0.00048071187485273625,0.21962635996330912
cl4xmtqri001g356puyk4hg02,0.0,0.0
cl4xmx044001k356pqs3juiuc,0.0,0.0
cl4xmznqd001o356peyfv2xql,0.002367101776093864,0.5939894735367794
cl4xn0wfj001s356p4pw01850,0.0,0.0
cl4xn23u5001w356pmea4ihh3,0.0014587948292193182,0.17653051665012426
cl4xn3b1s0020356pfr6fl67e,0.00039158723523028934,0.1467693819377919
cl4xn5yk20024356p3e6e065p,0.0,0.0
cl4xn774t0028356prka0yutx,0.0002994196956460533,0.1411406252269984
cl4xnbc6r002c356p7yewcpl1,0.0,0.0
cl4xne3lx002g356pbd7ze170,0.0009581306068651143,0.4722081538846972
cl4xngzpf002k356p3ygt2hsp,0.0,0.0
cl4xnhq29002o356pjjp6mcop,0.0013516902179998825,0.6203423624122705
cl4xnkpg9002s356psk3rvf3n,0.010274011251945495,1.2202868445402235
cl4xnnibs002w356pt04k2r7z,0.036426300202317824,4.260598594156102
cl4xnosel0030356pcdlyenp4,0.004883869174839022,0.2930321504903413
cl4xnpldz0034356poxma2jok,0.46073634394472257,11.930282481535674
cl4xnqgcw0038356pcbnyu55d,0.0001996649304423814,0.07029986370138945
cl4xnsckt003c356pmcyaeudd,0.0,0.0
cl4xnteqj003g356p6mh2varr,0.0,0.0
cl4xntqox003k356pqgw880oc,0.0,0.0
cl4xnuowb003o356piziuwk96,0.0,0.0
cl4xnwccp003s356pcgd7ezg3,0.0,0.0
cl4xnxhb8003w356puoycnvis,0.0,0.0
cl4xnyvvb0040356p3vqqo9nf,0.014980634997197536,0.7347218931343097
