fid,ALH Mean,ALH Max
ckz3x1hsf001j3867igiqk5mn,0.0,0.0
cl3143jm20003396cuges2p86,0.29696848371975687,4.4448191897334866
cl31445hf0007396cqok6byk7,0.001563320541085185,0.6346992410815697
cl3144hts000b396c4ihaxgzt,0.0,0.0
cl3144p8j000g396ci3uqwj2m,0.01643078932537701,2.70257882437727
cl3144v7z000j396cntt1kvmx,0.00015077404457566424,0.0672247307395268
cl31452bd000n396cl5uyjaty,0.0,0.0
cl31459ks000r396cqrqm7umg,0.006110138891718026,1.5284277903583483
cl3145kma000v396c716tkhxm,,
cl3146m3g000z396ce2oi4n9l,0.0,0.0
cl314etiv0013396cef6ngytu,0.050951630690222925,4.9447852610031315
cl314jqvw0018396c8dtr2qtj,0.0035145757774345623,0.8902549941178451
cl316iucr001c396cncmtn8ds,0.0020759860684055114,0.10278378862059823
cl31722oi001o396catkehdu1,0.008740811267501465,0.8775696411517265
cl3175c4i001s396cws1cud05,0.0017678329687657438,0.15127901736664268
cl3178ar0001w396cxexl3rlk,0.0,0.0
cl318fwy20020396cdnb3d3nf,0.0,0.0
cl318hg6u0025396cskue30q4,,
cl31b2j7j0029396cj826pcpp,0.0,0.0
cl31b33wl002d396cl7y99mp1,0.005157543221058787,1.64316495951738
cl31b3dpv002h396cthway2ja,0.012834694688956138,0.7023394186291937
cl31b41i8002l396cg1a5d10o,0.0,0.0
cl31binjb0031396cc23hv73o,0.010284080754198113,3.096939023536375
cl31bo6340035396c2qhutocv,0.004497280369219508,0.5045654717445469
