fid,ALH Mean,ALH Max
ckz3xift1000n3867lhvag405,0.0005580386890180954,0.19308743098445347
ckz5msw6000033867l1jhmf1m,8.825378732356986e-05,0.03943044371038926
ckz6p2fe000033867xfkrbjp6,0.0,0.0
ckz6p4u2600073867ml8xhwcr,0.0,0.0
ckz6p5qlf000b3867nlmileuh,0.0004902229202295254,0.2063317434372264
ckz79xqyj0004386786ri5as0,0.00021635465144419992,0.1167461417549636
ckz79y0wo000838671rd8ssx0,0.0,0.0
ckz79y7oo000c38678tbjp6py,0.0,0.0
ckz79yx3f000h3867xh7vy895,0.0,0.0
ckz79z33c000m3867ov174kzl,0.0,0.0
ckz79z95o000r3867xvvim5ef,0.0,0.0
ckz79zhc2000w38671rz6df6n,0.012727730592078957,1.9882222629596102
ckz79zn6200113867asfh0bfh,0.00031475193205839894,0.12555056706390205
ckz79zzaq001538670wzakpti,0.0,0.0
ckz7a06t5001a3867vivq8h71,0.10482913346704283,60.390045266039536
ckz7a0dzm001f3867fxcmlsi8,0.0004895094168366844,0.26394545106891953
ckz7a0pxf001j3867szvg1429,0.0009222042446814804,0.16518692341120744
ckz7a0wb0001o3867ndy4xs40,0.0,0.0
ckz7a1ovk001s3867e019nj5e,0.02857348443334296,6.230957886977531
ckz7a27xl001w3867og0lu6bi,0.0,0.0
ckz7a2e9w00203867oznl9vvy,0.0,0.0
cl1opy0gk00063f6bh5mqp98h,0.00026101976872968416,0.10430616593918153
cl1oq05os000a3f6bzwj710c2,0.0010301187621736354,0.517119618611165
cl1oq91jg000e3f6bwnchkkrh,0.00027838844116794605,0.06260968550886614
cl1oq979m000i3f6bkpz386rr,0.000114020440846398,0.061906823140519644
cl1oq9tac000m3f6b11v3uaro,0.0003420507669666715,0.2196145924886783
cl1oq9zqg000q3f6bxx1r3rep,0.0031070050499458443,1.1340977796328469
cl1oqa6q1000u3f6b8j72623d,0.0,0.0
cl1oqahw5000y3f6bqgn5racf,0.0,0.0
cl3eianeo00033f6cxsdi2zry,0.0,0.0
cl3eif4dj00073f6cdbjovo0m,0.0,0.0
cl3eifart000b3f6c3hkg8msi,0.013284767193840058,2.542960399657524
cl3eifgdr000f3f6cduxthhcm,0.026483964032755273,2.726692968873688
cl3eifnhz000j3f6cdfd15aua,0.0009118602115299427,0.18084490740818637
cl3eifs8h000n3f6c4816q27h,0.002767077227417367,0.3328390727131115
cl3eifwej000r3f6cr6n98ma8,0.0,0.0
cl3eig0jc000v3f6cph2jn9xc,0.0,0.0
cl3eig4zn000z3f6cacqbhiju,6.625107093334268e-16,4.736951571734002e-13
cl3eigbqf00133f6ch7lzecih,2.935930840435029e-05,0.020991905509110457
cl3eignet00173f6czwrmluc4,0.0,0.0
cl3eigva5001b3f6cirpoh7qk,0.0,0.0
cl3eih416001f3f6ce5tt7j4o,0.0003392125421366512,0.16387839152975942
cl3eih834001j3f6c967zz90h,0.0,0.0
cl3eihd2v001n3f6c28nxj5k1,6.893881973385469e-05,0.03085531016918793
cl3eihj38001r3f6c9dpygu55,0.0,0.0
cl3eihow6001v3f6c6ve22g3c,0.0,0.0
cl3eii73r00203f6cpewm53h1,0.003100639034892444,0.48337221552676524
cl3eiice500243f6cxnq3uoud,0.0003120461316479316,0.18421760376703553
cl3eiij5d00283f6cf3ph83fn,0.0,0.0
cl3eij7wr002c3f6ch36pipjr,0.00017279456208070887,0.09636873736078434
cl3eijcsc002g3f6cnxsfl10v,0.0016570472076088143,0.8467140114599108
cl3eijiwf002k3f6c15310owg,0.0,0.0
cl3eik9jy002o3f6cq4tk56vg,0.0,0.0
cl3eike1l002s3f6c7g1zqqr6,0.001317537563380767,0.21142769365228542
cl3enjr5u0003396cif4d6vs1,0.0,0.0
cl3g4432m0003396c644k0st1,0.0,0.0
cl3g5f3gs0007396c1pgai157,2.657466724599237e-05,0.020701665784628055
cl3g5fe45000b396c31bq1d83,0.00034233233364335187,0.17537370565188806
cl3g622ec000f396c0gk9rb8e,0.0,0.0
cl3g64xob000j396cq58md4lq,0.00025214742416759236,0.1090060131422137
cl3gzg2n80003396c3gkxf366,4.991345394706972e-05,0.03226330774281632
cl3h1p0db000b396c9s768o8e,0.0,0.0
cl3h2i3vc000f396c6xy82b7e,0.0,0.0
cl3h2kly8000j396cka80wa1u,0.11358613216105551,7.420035283199327
cl4z9vsrf00033y6fzi92k4b3,0.0,0.0
cl4za2kzd00073y6f5aiuz76r,0.0,0.0
cl4za2v3u000c3y6fc6jz65yn,0.0,0.0
cl4za4fnb000g3y6frpvd1jm6,0.0,0.0
cl4zaco4r000k3y6fa7pk88t5,0.0,0.0
cl5mo9vaj00033b6gb6jraptt,3.3333763581903925e-05,0.0201392617514185
cl5modn3m000a3b6gto9tq5oy,1.8915753761417724e-05,0.010057198698140845
cl5mohjd6000e3b6g97eyecxk,0.0,0.0
