fid,ALH Mean,ALH Max
ckyw7qq3p002r3867g7ntncq2,0.0058192078491939424,2.252747607927736
ckyx0p24500033p676mfyier1,0.013383326612385239,2.0460265659326646
ckyx0p8bu00073p678ma1nwz9,7.018298094097248e-05,0.044120867165794816
ckyx0pf8t000b3p67u6biy0y4,7.071415623165546e-05,0.05280768104689104
ckyx0pu50000f3p67k0qf8n66,1.26432008167676e-06,0.0018547575598198071
ckyx0pyml000j3p672kmjurxo,0.0,0.0
ckyx0q2xm000n3p6724s6mdc7,0.00024788384642879593,0.06375208688020381
ckyx0q7mh000r3p67ffu5cr0h,0.026818305082066278,8.370546522795456
ckyx0qoib000v3p67ci0368q4,0.009676612250670057,2.868489235728996
ckyx0qtt7000z3p6705syt8ow,0.02019346297165482,12.398431946625537
ckyx0qy2400123p679dgysr4y,3.7049493809310703,58.50165564542569
ckyx0r72g00163p67jwcn3suz,0.049157519391017056,4.617159684140871
ckyx0sop6001a3p674my7phj1,0.0,0.0
ckyx1ir2e001e3p67xsx4qrbg,0.015541776819565941,2.0423704478474587
ckyx1my69001i3p67ee1tasgm,0.013500169036904043,1.6200202844284852
ckyx1t1c2001q3p6769mv3eh9,0.04393870359788799,2.646860768820776
ckyx1z2ha001u3p671pqv1qma,0.060025933157773805,3.012851301486584
ckyx22w4p001y3p67emdd4c89,0.06477506390359351,4.224321590947744
ckyx28cvd00223p678axpyzqw,0.4225750789104723,5.343347331704047
ckyx2afup00263p67j6oifbjc,0.22567533387413316,5.459150335692707
ckyx2coed002a3p672qervr0q,0.22195826276280695,9.273537231131815
ckyx2d60s002e3p67p51tggne,0.01455758749142949,1.2519525242629361
ckyx2gylk002i3p67md8s90pn,0.05937989815417204,5.616194235679922
ckyx2u8if002m3p67nqz93mnc,0.08136988551292498,7.523148148148369
ckyx2xnzm002q3p67zdo7t656,0.11349017010047496,3.1298188155069138
ckyx2xxxr002u3p67ogf9zbkf,0.011465073364718565,1.1579724098365751
ckyx38aw2002y3p67lhj2e7qj,0.2010832797085991,11.38149401086977
ckyx3aw7900323p676a2t3bd5,0.08130854406682625,3.2350520507810043
ckyx3cplu00363p67n95kdosc,0.00273153491208184,0.624456769804715
ckyx3ekcp003a3p673f2dlz95,0.35430023718329445,11.167083887224456
ckyxalijp00033p679rse7nxq,0.06938262440003014,5.3008960939262115
ckyxaqw1300073p67tv2twa44,0.07338153378074723,7.233796296295908
ckyxas5i7000b3p6758jptnfp,0.0,0.0
ckyxaz1ye000f3p67ejlkg8pi,0.2538172289487103,7.2788671142567045
ckyxb3teh000j3p67hn0htc0x,0.5412361225495547,10.293347434302941
ckyxba69s000n3p677mfwc360,0.06564538582498054,3.1164148189438823
ckyxblgcu000r3p672kuta582,0.25023528823248825,6.470104101560315
