fid,ALH Mean,ALH Max
ckz3vrae0000f3867229d9uf9,0.0,0.0
cl3jyjbuf006p3r6cmo04geoy,0.0010273169006337324,0.5115066414835848
cl3jyjemv006t3r6c4wkaaj1q,0.005957016488394912,2.063336292933877
cl3jyjirk006x3r6c8cantkc1,0.0,0.0
cl3jyjmr700713r6cv9p7151g,0.0,0.0
cl3jyjqsk00753r6ct7wlfs2m,0.0,0.0
cl3jyjuin00793r6c0ivxhro1,0.015810820251919554,2.5531045751630663
cl3jyjxya007d3r6c1mordt7r,0.0,0.0
cl3jykglr007h3r6cenftbah7,0.0,0.0
cl3jykk29007l3r6ci46ldy36,0.0,0.0
cl3jyknud007p3r6cndynxu40,0.0,0.0
cl3jyks00007t3r6cqyitm730,0.0,0.0
cl3jykvab007x3r6crwwlde72,0.0,0.0
cl3jyl2yq00813r6codsf3poo,0.0,0.0
cl3jyl6c200853r6c9m4njl4w,0.0,0.0
cl3jyn1rs00893r6cakfm6vm5,0.0,0.0
cl3jyn60x008d3r6cku0rkrip,0.0,0.0
cl3jyn97i008h3r6culswt5n8,0.0,0.0
cl3jyo2e4008l3r6ce4fu6kem,0.0,0.0
cl3jypfh6008p3r6c7zik87uh,0.37268425873077365,2.361040769426944
cl3jyqf4u008t3r6cb8djnuyz,0.0,0.0
cl3jyxafo00913r6cnezfj168,0.029158044639472216,3.129818815507948
cl3jz538s00953r6cklgxwd48,0.032324266809244384,3.0690398488998345
cl3jz71z600993r6cgh4i02wf,0.0,0.0
cl3jz8aib009d3r6ciaa2pppn,0.01297271662783762,4.575054485198505
cl3jzfaz9009h3r6c2pqqbady,0.04456634815522159,1.6428912540323588
cl3k0tu4r009l3r6cmuk4qbb9,0.025837856625604932,3.9213039666272658
cl3k0ty8z009p3r6csrzn2gxo,0.024492110549107937,15.090746308318339
cl3k0u23x009t3r6cppaivuyn,0.0,0.0
cl3k0u6kf009x3r6c7u9wpmyp,0.0033829594747894825,0.5074439212184224
cl3k0ubkf00a13r6cwl8su137,0.032520819052359706,3.0097869774535284
cl3k0ueqa00a53r6ckl4xduum,0.0,0.0
cl3k0ulgg00a93r6ctw649mjq,0.007500132642458796,0.8332814961496933
cl3k0vljb00ad3r6cumjg4fss,0.0,0.0
cl3k103yd00ah3r6cjm0f53ob,0.0,0.0
cl3k108u000al3r6czwlj6am5,0.0,0.0
cl3k17l4i00at3r6ceml90e9m,0.04851855430991457,4.592954224157835
cl3k1cid800ax3r6cnfx90ai3,1.6166891228614009,5.910743412696479
cl3k1gn8800b13r6crkr981b8,0.20775807478703398,10.918959643584513
cl3k5hf9100033r6c0ax3mdzy,0.0,0.0
cl522uel600033r6g6lcyo38e,0.0,0.0
cl522unuy00073r6g87d8tlvb,0.0,0.0
