fid,ALH Mean,ALH Max
ckz3vswg1000j3867btyryxok,0.0,0.0
cl3k5uktg000b3r6clmzq4v58,0.006961596085471433,0.7278312385977175
cl3k5uog2000f3r6cn0nwlpn8,0.0001263767924870941,0.12922473156650918
cl3k5ur8t000j3r6cj4lah4gn,0.03599690642366372,14.539750609258668
cl3k5uu70000n3r6ciahwog5w,0.0,0.0
cl3k5uzg8000r3r6crgufjvav,0.0009957869436810467,1.4608194463800956
cl3k5v4uo000v3r6c0xdq1osy,0.0,0.0
cl3k5vfqr000y3r6cttf33lc6,0.021371386121642345,9.64506172839549
cl3k5vpvw00123r6c98gn95xq,0.058321157757641816,2.6658590529131936
cl3k5w07t00163r6ctvw492wy,0.0009020528833880732,0.637651167545804
cl3k5wa0n001a3r6c0kq0w4yz,0.025742352665526932,10.234556671098257
cl3k5weaf001e3r6cyh227f96,0.0,0.0
cl3k5wjbq001i3r6c8j1xctp3,0.0,0.0
cl3k5wqs3001m3r6c3lucysq8,0.13654727411739853,12.43206769557317
cl3k5wxqy001q3r6c08rczd69,0.0,0.0
cl3k5x72s001u3r6cm35rzvar,0.01004395897131044,11.775767213609287
cl3k5xb7w001y3r6c1m8pmo4u,0.0,0.0
cl3k6chq900223r6cmikyp2xr,0.08599526322449175,12.749039247573574
cl3k6ht0a00263r6c4r3z8fg8,0.012505581829127277,3.3326131565386783
cl3k6ulfk002a3r6c3z49j1qz,2.8521154887484728e-05,0.035158578738906175
cl3k74010002e3r6ch2fsrt78,0.750686280525348,3.683246028965854
cl3k7yois002i3r6c022tx7e9,0.0,0.0
cl3k7zxw3002m3r6cal6sldn0,0.0,0.0
cl3k81f16002q3r6c33l27tfv,0.0,0.0
cl3k843x8002u3r6celfgetlu,0.08312391179131741,6.065043424366444
cl3k868hn002y3r6c0qoe389f,0.007627605345265195,1.30912852777972
cl3k87qke00323r6ckcpb0p4u,0.0,0.0
cl3kdfqon00033r6c5igdkpmt,0.43991334344169697,19.22938450658857
cl3kdhvvp00073r6c8iipf577,0.048854066830297915,4.828137799940828
cl3kdryuo000b3r6cy0lkwmge,0.01582503813413879,3.2350520507787803
cl3kdxbck000f3r6cfv3o3y90,0.0,0.0
cl3kdzgwe000j3r6c7mwygedj,0.012337399660510581,3.912273519383494
cl3ke3qo3000n3r6ctmgg8970,0.031496795029863474,5.241072894026581
cl3ke51d0000r3r6ctleoea6a,0.07957952610668247,9.456164899808426
cl3keak9x000v3r6cyk4xdhe9,0.013580371474341301,3.5583757107088165
cl3kedcar000z3r6cqv7p9cck,0.028804454949384203,3.9214752730261355
cl3kepbii00133r6ckj9sn5kd,0.43019879253993265,7.501077909661737
cl3keq3ik00173r6cygdi5mzw,0.14757542623381997,3.977533565010674
cl3keryt0001b3r6czoupo9sx,1.2725745456286344,252.91700677831753
cl3kes4qr001e3r6c50ognslo,0.02508191435357155,2.0877994342680366
cl3key719001i3r6csdg92www,0.0094750612729471,0.5012130484190246
cl3kf15ey001m3r6ca66nnh5z,0.22269846990404385,10.918016102913281
cl3kf3zc6001q3r6c7vr4b4rx,0.36695201722388593,23.769886701170083
cl3kf4jbh001u3r6c856qshow,0.13320239479739654,7.13874348124673
cl3kfdr5g001y3r6crqbzo4rl,0.0,0.0
cl4zd2zw500033y6ft4w1u5u6,0.00043760286596539736,0.3016343341211506
cl4zd4gdf00073y6fvevmbjqq,0.0,0.0
cl4zd4l1i000b3y6f0839tuan,0.0,0.0
cl4zd4sy7000f3y6fasom2tt8,6.458011686072259e-16,1.1842378929335004e-13
cl4zd51p3000j3y6f9e81xdis,0.0,0.0
cl4zdeagf000n3y6fmj0nmojq,0.0834920723091785,3.1387641765953687
