fid,total_displacement,VSL,total_frames,frames_present_by_fid,total_distance,VCL,VAP,class,WOB,LIN,STR
ckz3xchc8000b3867qdckbwsx,146.90824091928945,14.454826917761412,1470,499,225.38517761694723,22.13201142931947,19.97663981822764,0,90.26129361095263,65.31185366465301,72.3586501498222
cl1q4slwo000a396bwuuaialo,2.0833333333333712,0.20498661311914695,1470,499,178.29309838493802,17.507739119963855,14.993185134541767,0,85.63747170212986,1.1708342905646982,1.3671985724160265
cl1q4t360000e396buikeq0yt,42.18428485690953,4.150662566242102,1470,499,309.1289946992083,30.3553521848922,24.441323569346665,0,80.51734475184598,13.673577367710063,16.98215137353567
cl1q4tlda000h396b22tgu0tm,25.086655372483897,2.4683656892604637,1470,499,34.422267122825396,3.3801424629628145,3.257601506797502,0,96.37468072698033,73.02549275088404,75.77248733799476
cl1q4tsqd000k396bj9xzktnj,104.24996669330666,10.257526843317322,1470,499,121.28169632803458,11.909425090328046,11.503218234638624,2,96.589198449056,86.12948790993889,89.17093142186712
cl1q4tzib000n396bku91irpm,17.179606773406984,1.6903629154557072,1470,499,19.006470053370155,1.866366798827931,1.8428895154045053,0,98.7420863123921,90.56970561827646,91.72350818245773
cl1q4u81d000q396bjk6dyh70,588.7582566064125,134.80913352202901,1470,215,619.985226767946,141.29895865874118,124.12946118853735,0,87.84881528272913,95.40702550229963,108.60365640133615
cl1q4uh0r000u396bmu73xkhg,177.86591782076255,17.50086340003487,1470,499,506.9842021826586,49.78401985360776,41.02206833963156,0,82.40007227270692,35.15357629114117,42.66206973071425
cl1q4uov2000x396b1ak2gj95,830.6127465445147,148.54023569591686,1470,275,867.404807716511,154.55576573857834,138.60288468301704,0,89.67823621504705,96.10785788940647,107.16965670348522
cl1q4v4np0011396btna91o1k,106.25000000000001,15.824468085106385,1470,330,220.16950391969633,32.69183543050037,26.698908238253,0,81.66842848273924,48.4049545604365,59.27009428210924
cl1q4vcut0014396bw3korj1i,212.1422642421302,20.873435638281887,1470,499,312.5113511806832,30.687487390487934,27.0524974486245,0,88.15481405952396,68.01937015134037,77.15899679104565
cl2u3prdt000e396c1o2vgo92,17.461515223166913,1.7181008954521662,1470,499,168.10964225632935,16.507760462044367,13.502267589740645,0,81.79345478622537,10.407837570714252,12.724535964297
cl2u3q2m7000j396cu4ux8sau,60.416666666666636,5.94461178045515,1470,499,207.3347441321886,20.359523972900284,18.26725619111887,0,89.72339537718887,29.198186501647953,32.54244489845873
cl2u3qrc2000n396c9s3kkyo1,54.166666666666636,5.329651941097721,1470,499,93.4456374577932,9.17602451990354,6.202021128430065,0,67.589413203696,58.08236376807052,85.93411455286078
cl2u3r9cd000t396cj2nej9zr,363.1758546336594,35.73417043584199,1470,499,472.91487707071565,46.43853502297609,41.509313119971225,0,89.38549224137655,76.94939217648022,86.08711575776313
cl2u3s59g000x396c3fr70ijf,81.2767050130465,7.997105513331884,1470,499,116.48670181578396,11.438573925798426,10.81195718106461,2,94.52189801981739,69.9134836668346,73.96538276471829
cl2u3skfg0011396co4urj4aj,0.0,0.0,1470,499,0.0,0.0,0.0,0,0.0,0.0,0.0
cl2u3sxy20015396c6p2mtiap,136.23152270226515,13.404306450624482,1470,499,148.2981118337555,14.562339638986014,13.326124800317801,0,91.51087758344379,92.04775319714925,100.5866795597233
cl2u428ca0019396c17rzr8tk,31.319367454943563,59.02496174200902,1470,27,31.379703642288653,56.94835105452386,40.402438166204604,0,70.94575596670435,103.64648080064154,146.0925736689366
cl2ubpprn0005396cwkzm7dof,179.27564515138263,31.943660408791814,1470,264,347.37335482109864,64.47459994785544,54.65483328483986,0,84.76955782438755,49.54456551049035,58.446176648849715
cl2uc2kz30009396c7vg429f4,219.89778244043825,58.87973409607363,1470,184,281.79167923563693,75.0423493616642,70.24566682938864,0,93.60803256684022,78.46200791543005,83.81973828945155
cl2ucqlic000d396cf2q9ivy6,354.8094656917209,102.26861069937839,1470,171,372.40579380327864,106.71277132374652,102.66224784012051,0,96.20427486477932,95.83539948476702,99.61657069757995
cl2ucr50d000h396cr0l8f9ez,25.430324199445298,2.3734969252815614,1470,526,26.34534359281705,2.4542240229050103,2.4182768368213288,0,98.5352932027317,96.71068749755395,98.14827190758575
cl2ucrbec000l396crh67eapj,44.87637339278747,4.188461516660165,1470,526,54.88331180948348,5.112703951834012,4.939080978075414,0,96.60408708592804,81.92262951500827,84.80244675583879
cl2ucrs1x000p396c2z3axlap,45.83333333333337,4.277777777777781,1470,526,45.83333333333337,4.26964512040558,4.242634713130282,0,99.36738519212733,100.19047619047619,100.82833114382291
cl2ucsqmg000t396cytb7tb1r,0.0,0.0,1470,526,0.0,0.0,0.0,0,0.0,0.0,0.0
cl2ucsxpp000x396cdbuf0czr,262.5330667003893,24.50308622536967,1470,526,487.68031661412203,45.43029565416726,38.947496379510504,0,85.73022873545376,53.9355640823835,62.9131228015474
cl2uct5hl0011396cx2hm39g2,0.0,0.0,1470,526,0.0,0.0,0.0,0,0.0,0.0,0.0
cl2uctko10015396cqneyuaad,454.61083021024086,42.43034415295582,1470,526,621.9457657837453,57.93791354259224,55.09805209021804,0,95.09844024623614,73.23415973853416,77.00879167829744
cl2uctrmr0019396c46gysl78,102.16833196032691,9.535710982963845,1470,526,107.81098810040099,10.043228929505036,9.917647537096311,0,98.74959145818343,94.94666555842213,96.148919865282
cl2ucxeoq001d396cmlghy79f,0.0,0.0,1470,526,0.0,0.0,0.0,0,0.0,0.0,0.0
cl2ucxml8001h396cg8shefje,0.0,0.0,1470,526,0.0,0.0,0.0,0,0.0,0.0,0.0
cl2ucz1ed001l396caznqusgz,690.3177735450698,98.61682479215283,1470,344,718.8955438828855,102.40081875075985,99.72132706862712,0,97.38332982604902,96.30472294580267,98.89241117327472
cl2ud83u7001p396chrv60yl8,354.9944370651776,92.03559479467566,1470,190,387.5523752140141,99.94771781835101,92.98868085203097,0,93.03732279413556,92.08373818194111,98.9750515346358
cl2uddpw1001u396cndwjix22,207.9684304300909,113.22725656749394,1470,91,209.97320544818956,113.06249524133285,101.82526407028095,0,90.06104442762745,100.14572588886297,111.1976066070825
cl2udeago001z396cpuukphqg,48.76958296133181,29.87136956381573,1470,81,62.25932306366008,37.663047285424,29.75532645030784,0,79.0040333826718,79.31214205117244,100.389991061606
cl2udgnxk0023396c2mkpm6qs,19.571139820891446,29.96830785074003,1470,33,20.231463647766454,30.04065814365322,18.227665116932318,0,60.67665039084149,99.7591587622108,164.41111715894655
cl2udkxth0027396cjrirxqau,117.42683892534963,12.959268259779575,1470,445,1520.1469312301633,167.3869654612989,131.404624329685,0,78.50349874468972,7.742101198898819,9.86210974376798
cl2udl5ii002b396calas596q,90.37921651451614,9.974282903629033,1470,445,98.97760220102977,10.898657321012267,10.63856034802288,0,97.61349526525686,91.51845598814205,93.75594608045535
cl2udlavb002f396cr26b4twj,22.146137109863893,2.4440556720345286,1470,445,190.22694001377715,20.94633721500018,18.68075278513173,0,89.1838634763981,11.66817686045979,13.083282564393157
cl2udljsx002j396cqvmp8k92,487.59792463782196,53.811482673993865,1470,445,652.5263082370362,71.85121146879726,65.23182619562466,0,90.78737137779899,74.89293718779192,82.49268158248067
cl2udlrxj002n396cq7vc183v,571.2133771387207,63.75730177630368,1470,440,1037.3831287850562,115.52675752379037,98.90396038470324,0,85.61130122979172,55.18834176850689,64.46385112214836
cl2udlyc9002r396cukvwi44n,0.0,0.0,1470,445,0.0,0.0,0.0,0,0.0,0.0,0.0
cl2udm4mw002v396c6mdmottx,63.25927687787081,6.981316592377635,1470,445,64.63284672942886,7.116875257847224,7.045765484409565,0,99.00082872241927,98.09525022487756,99.08528190195176
cl2udmc6p002z396cojo0mrkm,203.58121843627913,46.18277640452629,1470,210,975.8154273480279,227.69026638120653,115.37642919562377,0,50.67253468027341,20.283157966535807,40.02791274309779
cl2udmjjx0033396capn5p2c1,6.5880784586840635,7.017735749467806,1470,47,35.56472460805312,37.07811714456602,26.383351843392454,0,71.15612624159115,18.926893515401414,26.599106099649557
cl2udmra80037396c825qcin0,4.166666666666629,0.4598348348348306,1470,445,4.166666666666629,0.45880149812733667,0.4462887299965899,0,97.27272727272701,100.22522522522522,103.0352782689234
cl2udmy3e003c396cg9bct67t,56.67279378639773,6.254429944895245,1470,445,61.910165511242155,6.817074404608688,6.644157525863138,0,97.46347379414475,91.746540725255,94.13428144274373
cl2udn7s6003h396cssvi9o83,673.1778388938378,74.29214888693255,1470,445,744.1591369704065,81.94111845292117,77.280154963348,0,94.31181368087975,90.66528537759307,96.1335402629141
