fid,total_displacement,VSL,total_frames,frames_present_by_fid,total_distance,VCL,VAP,class,WOB,LIN,STR
ckz3xift1000n3867lhvag405,43.5012771204607,2.7849729270461396,1500,782,54.71934991318168,3.498679661968138,3.410556903656432,0,97.48125673608729,79.60068357557171,81.6574244534783
ckz5msw6000033867l1jhmf1m,0.0,0.0,1500,782,34.514991682200204,2.206840900396432,1.5177877830714992,0,68.77649325779883,0.0,0.0
ckz6p2fe000033867xfkrbjp6,0.0,0.0,1500,782,11.785113019775745,0.7535238503692931,0.7396444637746289,0,98.15806937127974,0.0,0.0
ckz6p4u2600073867ml8xhwcr,0.0,0.0,1500,782,26.38071367404574,1.686746398596275,1.4511603304255085,0,86.03310679264985,0.0,0.0
ckz6p5qlf000b3867nlmileuh,351.89220650648116,22.52831027570302,1500,782,458.8189940585225,29.33625281704108,27.830456516256334,0,94.86711438514041,76.79341467433972,80.94840364024851
ckz79xqyj0004386786ri5as0,53.572461960932394,3.4297350807255054,1500,782,58.74327429489089,3.755963829596604,3.7070697755924957,0,98.69822883759348,91.31437991227578,92.51876248208292
ckz79y0wo000838671rd8ssx0,115.7141173083235,7.408074091441965,1500,782,130.78931547753535,8.36248820188845,7.73136627825071,0,92.45294093813827,88.58696015581874,95.81843395884366
ckz79y7oo000c38678tbjp6py,0.0,0.0,1500,782,0.0,0.0,0.0,0,0.0,0.0,0.0
ckz79yx3f000h3867xh7vy895,175.35925426265803,13.983991567995059,1500,599,1704.2873515032034,142.2610477047749,137.4010566609629,0,96.58375140474318,9.82981061478974,10.177499291363208
ckz79z33c000m3867ov174kzl,83.46994011485683,5.343786178928094,1500,782,90.91320801616827,5.812864962670605,5.747196513719496,0,98.87029116669969,91.93033406495991,92.98074576311433
ckz79z95o000r3867xvvim5ef,0.0,0.0,1500,782,27.620834360776804,1.7660380026072124,1.6728452724507583,0,94.7230620168494,0.0,0.0
ckz79zhc2000w38671rz6df6n,391.4920931867946,78.92985749733762,1500,249,582.7675072321367,117.02158779761781,100.15813325771158,0,85.5894498978508,67.4489715810747,78.80524020375599
ckz79zn6200113867asfh0bfh,62.673370652047225,4.012379683229656,1500,782,65.89357303163473,4.213144055731121,4.118341125151535,0,97.74982935960556,95.23480873557205,97.42708438417714
ckz79zzaq001538670wzakpti,0.0,0.0,1500,782,0.0,0.0,0.0,0,0.0,0.0,0.0
ckz7a06t5001a3867vivq8h71,654.2363285626312,42.26332871851623,1500,775,1591.8218365541238,102.69818300349186,86.15778355378954,0,83.89416544094074,41.152946899829004,49.05340756837207
ckz7a0dzm001f3867fxcmlsi8,100.18429198787155,6.413847118301636,1500,782,112.55176877766898,7.196404653303643,7.05595109853637,0,98.04828158596118,89.12571523277585,90.89982383285044
ckz7a0pxf001j3867szvg1429,63.36210969060659,4.05647309158813,1500,782,69.74930952286786,4.459674521922498,4.369376068271174,0,97.97522323193225,90.95894939524524,92.83872635831848
ckz7a0wb0001o3867ndy4xs40,7.511565157216686,0.48089405615983905,1500,782,7.511565157216687,0.48027910212382907,0.47474451579972843,0,98.84763124199527,100.12804097311138,101.29533678756697
ckz7a1ovk001s3867e019nj5e,207.93712324215292,34.200184743775154,1500,294,668.2767663887385,113.65251129060178,44.907982995607576,0,39.51341020593984,30.091886536785445,76.15613630903943
ckz7a27xl001w3867og0lu6bi,14.168198446599346,2.604448243860174,1500,273,14.168198446599346,2.5949081404028105,2.5090472092865466,0,96.69117647058845,100.36764705882352,103.80228136882108
ckz7a2e9w00203867oznl9vvy,0.0,0.0,1500,391,16.6666666666666,2.131287297527698,1.9365241398688233,0,90.86171264264557,0.0,0.0
cl1opy0gk00063f6bh5mqp98h,75.9560019755589,4.8627402033008265,1500,782,101.5256999500421,6.491413040284021,6.307167577546763,0,97.1617048307683,74.91034961300298,77.09863648798498
cl1oq05os000a3f6bzwj710c2,779.256484350806,76.8497519083635,1500,505,829.2721691057096,82.10615535700096,76.96999726747781,0,93.74449081534641,93.59803972578865,99.84377632404423
cl1oq91jg000e3f6bwnchkkrh,51.243224484370174,3.5734466167622156,1500,718,56.354165205053754,3.924384763583131,3.793129580237137,0,96.65539463500127,91.05749899761373,94.20839813594802
cl1oq979m000i3f6bkpz386rr,19.65412735845122,1.3705807083996666,1500,718,34.953996248225174,2.4341223014084385,2.347353589363437,0,96.43531830776149,56.30697798572477,58.38833632096071
cl1oq9tac000m3f6b11v3uaro,214.112549907234,14.93114016089498,1500,718,569.1089518194387,39.6315426058105,33.30663040219381,0,84.04071154502732,37.6748901989646,44.829332720224706
cl1oq9zqg000q3f6bxx1r3rep,143.25851971949945,9.99013387165268,1500,718,383.21179160452635,26.686057911178718,23.50709891490336,0,88.08756614837556,37.43577978022689,42.498369993751105
cl1oqa6q1000u3f6b8j72623d,2.329237476562298,0.16242939167101103,1500,718,2.3292374765622976,0.16220316689152492,0.1590569847750922,0,98.0603448275848,100.139470013947,102.12025073949908
cl1oqahw5000y3f6bqgn5racf,17.67766952966369,1.2327524079263381,1500,718,17.67766952966369,1.2310354825671093,1.2177827082332555,0,98.92344497607677,100.139470013947,101.22925868398973
cl3eianeo00033f6cxsdi2zry,12.147816447594149,20.944511116541637,1500,30,16.963940922693578,28.273234871155964,19.08549576205912,0,67.5037569950297,74.07893441266246,109.74046143552702
cl3eif4dj00073f6cdbjovo0m,4.65847495312457,0.32485878334202023,1500,718,13.97542485937375,0.973219001349147,0.9521443649456386,0,97.8345432657713,33.37982333798224,34.11864789648444
cl3eifart000b3f6c3hkg8msi,634.7887949831118,87.19626304713073,1500,365,659.2659776261813,90.31040789399745,86.45774054011935,0,95.73397192669066,96.55173205449147,100.85420056364842
cl3eifgdr000f3f6cduxthhcm,602.5057990154305,93.55680108935256,1500,320,830.5048174323282,129.76637772380127,116.01988702302344,0,89.40673929418274,72.0963339891337,80.63859006412132
cl3eifnhz000j3f6cdfd15aua,26.22849648336293,1.8290443851717526,1500,718,245.2387949019735,17.07791050849398,13.518247892462258,0,79.15633405936127,10.710000993751825,13.530188229434847
cl3eifs8h000n3f6c4816q27h,180.0125381435662,34.09328373931178,1500,265,334.32949785979577,63.08103733203694,58.177409485665976,0,92.2264628900125,54.04680262288083,58.60227198275619
cl3eifwej000r3f6cr6n98ma8,624.1730640526625,67.55119740829682,1500,463,1764.4724255501394,190.54777813716407,158.91137430730805,0,83.39712793340321,35.45105488434019,42.508723936691965
cl3eig0jc000v3f6cph2jn9xc,8.398185154477575,0.5856475003122438,1500,718,53.40420879917532,3.7189560445108163,3.222900569766169,0,86.66143216516835,15.747631682193722,18.171441769136994
cl3eig4zn000z3f6cacqbhiju,2.3292374765623487,0.16242939167101456,1500,718,8.646419874735328,0.6021183756779477,0.5793194509384006,0,96.21354775730323,26.976321971261747,28.037966170116697
cl3eigbqf00133f6ch7lzecih,3.7557825786083114,0.26190952431020303,1500,718,23.38652858495831,1.628588341570913,1.449019822046117,0,88.97397734337292,16.081996759080862,18.074944201961884
cl3eignet00173f6czwrmluc4,8.960755486502638,0.6248783463390961,1500,718,18.937854049478,1.3187920647268803,1.2648372506296457,0,95.90877018899803,47.382628622997316,49.40385381819098
cl3eigva5001b3f6cirpoh7qk,5.311478659992542,0.37039600139418005,1500,718,7.365695637359944,0.512931451069634,0.5035902662359469,0,98.1788629232605,72.21159876661496,73.55106447205209
