fid,total_displacement,VSL,total_frames,frames_present_by_fid,total_distance,VCL,VAP,class,WOB,LIN,STR
ckz3vswg1000j3867btyryxok,55.47302898205979,1.8503597141735395,1470,1470,111.60724021302886,3.7202413404342956,3.3410400875014448,0,89.80707921253884,49.737625730419175,55.382745064795316
cl3k5uktg000b3r6clmzq4v58,210.21029483723095,36.918653931986796,1470,280,748.0304247852605,130.9053243374206,74.03213925012497,0,56.5539557881544,28.20256098737859,49.86841432104702
cl3k5uog2000f3r6cn0nwlpn8,54.32668671002204,1.8121222932546492,1470,1470,74.14268252364378,2.4714227507881263,2.4431910644615926,0,98.8576747415014,73.32304004552725,74.17030618741181
cl3k5ur8t000j3r6cj4lah4gn,617.4070021063903,20.59424309272507,1470,1470,2518.115005202146,83.93716684007155,68.0539480120161,0,81.07725168003547,24.535308812559762,30.26164343777499
cl3k5uu70000n3r6ciahwog5w,0.0,0.0,1470,1470,0.0,0.0,0.0,0,0.0,0.0,0.0
cl3k5uzg8000r3r6crgufjvav,57.62215285808043,1.9220459428495174,1470,1470,141.7326226540475,4.7244207551349175,3.803718423269573,0,80.51184728065036,40.683208428471744,50.530710451416084
cl3k5v4uo000v3r6c0xdq1osy,27.795133466929897,0.9271351530834343,1470,1470,28.01596030407174,0.9338653434690581,0.9319934763835029,0,99.79955706691057,99.27931896898293,99.47871702719199
cl3k5vfqr000y3r6cttf33lc6,129.20866252779723,4.309887313725026,1470,1470,2017.4442269547676,67.24814089849227,20.373578953943877,0,30.296122215031616,6.408931542405889,21.15429656943375
cl3k5vpvw00123r6c98gn95xq,204.19058108242342,112.41953340492975,1470,90,215.43055071143675,117.2899664984489,109.64048771271999,0,93.4781473521607,95.84752793532125,102.53468928329781
cl3k5w07t00163r6ctvw492wy,1208.4859817372958,64.01709524878648,1470,926,1633.6318453362856,86.44488166466307,79.42263785742826,0,91.87662280055457,74.05539115331496,80.6030836745862
cl3k5wa0n001a3r6c0kq0w4yz,178.30461217316346,10.51374969492781,1470,832,1756.360381820589,103.43949364087605,71.19766352549813,0,68.83025140541005,10.1641542556557,14.766986968838527
cl3k5weaf001e3r6cyh227f96,0.0,0.0,1470,1470,0.0,0.0,0.0,0,0.0,0.0,0.0
cl3k5wjbq001i3r6c8j1xctp3,29.166666666666572,142.9166666666662,1470,11,29.166666666666572,129.924242424242,12.99242424242433,0,10.0000000000001,109.99999999999999,1099.999999999989
cl3k5wqs3001m3r6c3lucysq8,491.17317218008196,59.42588996746671,1470,406,1663.5233200711668,200.7700558706581,94.9242715797707,0,47.280094219291186,29.59898063969788,62.60347219786404
cl3k5wxqy001q3r6c08rczd69,15.166895602667742,21.23365384373484,1470,36,21.325141619791104,29.025887204715673,23.543281102842272,0,81.11132292630603,73.15419402678972,90.1898667011685
cl3k5x72s001u3r6cm35rzvar,294.1578876168752,9.81193770811905,1470,1470,475.3501777363534,15.845005924545115,14.921070326775002,0,94.16891604730253,61.92448115730657,65.75894016471521
cl3k5xb7w001y3r6c1m8pmo4u,104.12499166333173,3.473195773657763,1470,1470,105.82209672975452,3.527403224325151,3.5174368960158,0,99.71745990816636,98.4632476861854,98.74223408504787
cl3k6chq900223r6cmikyp2xr,1299.9653607831676,210.92153204760004,1470,303,1865.6838253531578,301.71124568417406,221.72638053784755,0,73.48959765654435,69.90840913778499,95.12694499227476
cl3k6ht0a00263r6c4r3z8fg8,1184.4409612239017,82.43978281245907,1470,705,1387.3323431505478,96.4245174672012,88.90008340327512,0,92.19655512770856,85.49670247559285,92.73307701916279
cl3k6ulfk002a3r6c3z49j1qz,6.588078458684099,0.21975210651839402,1470,1470,25.499926855483583,0.8499975618494529,0.8377163916476802,0,98.55515230243121,25.853263159984845,26.232279648506097
cl3k74010002e3r6ch2fsrt78,45.76225549268496,172.4885014724279,1470,14,50.307948063528094,176.07781822234833,52.71033430068305,0,29.935817488447785,97.96151679629067,327.238488924159
cl3k7yois002i3r6c022tx7e9,69.00206317366329,75.13557990021114,1470,46,145.29954250426195,154.77559962410513,83.71242952787122,0,54.08632221821718,48.544848207785165,89.75438931108253
cl3k7zxw3002m3r6cal6sldn0,97.40558106300797,68.18390674410558,1470,71,133.1470000347366,91.89018312256471,74.07545531426761,0,80.61302393473795,74.20151361888213,92.04655773607205
cl3k81f16002q3r6c33l27tfv,147.62294781714064,73.06590346504942,1470,100,224.87083352163577,110.18670842560152,89.5673212324461,0,81.28686527824026,66.3109956809208,81.57651971685965
cl3k843x8002u3r6celfgetlu,357.7332669430924,101.91238418727633,1470,173,482.94991094689703,136.7892811352483,115.06226181627358,2,84.11643139092713,74.50319450579758,88.57151126579242
cl3k868hn002y3r6c0qoe389f,410.44971313656555,70.32180399892208,1470,287,811.3313636518241,138.5199889161651,107.86277179269521,0,77.86801936432136,50.7665388577833,65.19562109350919
cl3k87qke00323r6ckcpb0p4u,643.5586622337634,140.77845736363574,1470,225,766.7203500750769,166.9746540163501,145.9681340715501,0,87.41933614502771,84.31127358398405,96.4446509226661
cl3kdfqon00033r6c5igdkpmt,302.77399494323964,120.61728253836377,1470,124,861.0758783834377,340.26385516764884,137.18681789723476,0,40.317775694877284,35.448161979748136,87.9219187288949
cl3kdhvvp00073r6c8iipf577,971.4707537271634,134.46911562890114,1470,355,1316.424697077091,181.70369058247172,165.06851046721994,0,90.84488594484469,74.00461443454735,81.46260922103895
cl3kdryuo000b3r6cy0lkwmge,973.8825728110141,151.49284465949108,1470,316,1682.6068118179103,260.9105499337899,170.47688346939415,0,65.33920667932182,58.06313493185106,88.8641565803194
cl3kdxbck000f3r6cfv3o3y90,7.511565157216686,61.34444878393627,1470,7,22.916666666666742,160.4166666666672,0.0,0,0.0,38.240695345830275,0.0
cl3kdzgwe000j3r6c7mwygedj,165.36601869455785,12.985472621848293,1470,625,682.8524563071502,53.53563257448058,23.28191843679716,0,43.488639840776266,24.25575639511211,55.77492532284069
cl3ke3qo3000n3r6ctmgg8970,873.9440553064916,51.47026287261789,1470,833,1481.6255659956887,87.15444505856992,75.59830223373548,0,86.74061567706795,59.05638299690694,68.08388727233805
cl3ke51d0000r3r6ctleoea6a,206.56804182345772,28.91952585528408,1470,351,1410.0773026571676,196.84839837664165,116.79682558988561,0,59.33338881752614,14.69126804880101,24.760540972946146
cl3keak9x000v3r6cyk4xdhe9,613.1250353947208,49.33189939957524,1470,610,1565.6125264754348,125.76231770048575,92.65978644324922,0,73.67849777063334,39.22629631958882,53.239815558812296
cl3kedcar000z3r6cqv7p9cck,533.4330147731766,136.1365506452378,1470,193,643.8438606063388,163.46294906585806,146.9110030242842,0,89.8741909795686,83.28281816963266,92.66600039667185
cl3kepbii00133r6ckj9sn5kd,90.60105047526902,147.98171577627272,1470,31,187.74921777544574,296.76489261280136,133.1375617167923,0,44.86297571947001,49.86496700246454,111.14948619162534
cl3keq3ik00173r6cygdi5mzw,6.0739082237971225,8.267263971279416,1470,37,160.21736861089715,212.1797584306476,55.072865935280674,0,25.955758618361145,3.896349035566287,15.011501273594074
cl3keryt0001b3r6czoupo9sx,554.1588345311196,121.76584256513391,1470,224,875.4289636307959,191.5000857942366,135.33089595422004,0,70.66884351144921,63.58526789171734,89.97638100787057
cl3kes4qr001e3r6c50ognslo,277.71114652238543,40.023076998814375,1470,341,1518.6263312992128,218.21903294328865,132.591504019192,0,60.760742191378995,18.340781946923794,30.185250024029607
cl3key719001i3r6csdg92www,220.5235641855789,71.08983319140373,1470,153,230.3399842587566,73.7690145665299,70.61566472705151,0,95.72537350809466,96.36814807562611,100.67147773257534
cl3kf15ey001m3r6ca66nnh5z,754.0091053182168,161.33819284101585,1470,230,1543.2840609657221,328.78660429269735,198.19109425246074,0,60.27955265355766,49.07079264621954,81.40536962548845
cl3kf3zc6001q3r6c7vr4b4rx,374.2034363892928,87.73190613911649,1470,210,874.3712308953988,204.01995387559305,120.25700875099473,0,58.943748621923945,43.00163021927429,72.9536740106142
cl3kf4jbh001u3r6c856qshow,281.4428351272145,148.28708517455385,1470,94,365.0379621376923,190.28574622071196,161.09234590842462,0,84.65812553378224,77.92863528651066,92.05098127930292
cl3kfdr5g001y3r6crqbzo4rl,486.4683707030134,141.88660812171224,1470,169,613.0322529502351,177.7430792577605,148.46597394178565,0,83.52841334906907,79.82679759696876,95.56843521421736
cl4zd2zw500033y6ft4w1u5u6,50.08673033404709,1.670694204471278,1470,1470,197.31263133694415,6.5770877112314725,5.906948780036472,0,89.81100814497842,25.40173216206756,28.283539720501228
cl4zd4gdf00073y6fvevmbjqq,0.0,0.0,1470,1470,0.0,0.0,0.0,1,0.0,0.0,0.0
cl4zd4l1i000b3y6f0839tuan,0.0,0.0,1470,1470,0.0,0.0,0.0,1,0.0,0.0,0.0
cl4zd4sy7000f3y6fasom2tt8,8.398185154477668,0.2801300698226043,1470,1470,59.634407284577115,1.9878135761525708,1.9457708039219368,1,97.88497408735843,14.092371295944076,14.396868801709237
cl4zd51p3000j3y6f9e81xdis,7.511565157216561,0.2505559514660391,1470,1470,7.51156515721656,0.25038550524055203,0.24831430161264495,1,99.17279411764781,100.06807351940094,100.90274697785671
cl4zdeagf000n3y6fmj0nmojq,145.52422598049526,88.03317374128726,1470,82,317.49524423638405,189.72276789735147,101.3598669218734,0,53.425252037601325,46.40095372681741,86.85210075220586
