fid,total_displacement,VSL,total_frames,frames_present_by_fid,total_distance,VCL,VAP,class,WOB,LIN,STR
ckz3x8nvf00033867cshoc77d,0.0,0.0,1440,1,0.0,0.0,0.0,0,0.0,0.0,0.0
cl1x87vu400073f6bz31cj9hl,0.0,0.0,1440,428,0.0,0.0,0.0,0,0.0,0.0,0.0
cl1x88mta000b3f6bi1dt6k3o,177.73776133831427,533.2132840149428,1440,17,189.2656339054905,534.3970839684438,63.578069639318535,0,11.8971587882154,99.77847933886352,838.674856031156
cl1x89ku6000f3f6bcj5o6atn,10.416666666666668,1.17096018735363,1440,428,10.416666666666668,1.1682242990654208,1.1543535620052707,0,98.81266490765115,100.2341920374707,101.43860823017788
cl1x89vgd000j3f6bab0a53n1,23.753654689565337,2.6702000587801784,1440,428,44.226494072815846,4.959980643680282,3.2112462968359514,0,64.7431215468055,53.83488869422084,83.15151850579424
cl1x89ze6000o3f6baic4zklo,0.0,0.0,1440,428,0.0,0.0,0.0,0,0.0,0.0,0.0
cl1x8a7j3000s3f6bvn1rm1tw,284.0008222063607,31.925150974017125,1440,428,684.7222904198748,76.79128490690185,59.43899754230818,0,77.40331160543704,41.57392471388085,53.71078297761175
cl1x8ih7n00103f6b67egfbw2,64.89340886321881,66.2741196900958,1440,48,81.50657928977864,81.50657928977864,58.96569983076902,0,72.34471173318352,81.31137420756282,112.39435787297
cl1x8p06c00153f6b05wzxejg,16.79637030895539,1.0807316016486042,1440,747,16.79637030895539,1.0792848391296634,1.071835787325855,0,99.3098159509203,100.13404825737267,100.829960561864
cl1x8p7bu00193f6b9qrfgs1t,605.9644588152199,38.989670272292976,1440,747,726.9353104313548,46.71070267831998,45.63307307775235,0,97.69297069241522,83.47052824446034,85.44169314624078
cl1x8pz2c001e3f6baljsd3f1,574.2002666148418,60.842412356539526,1440,454,606.5637877102984,64.13009209271878,62.71863741487086,0,97.79907586003893,94.87342115238825,97.00850475127434
cl1x8q3k9001i3f6bqul43214,320.9161824847036,20.648762411884416,1440,747,381.80280778217207,24.533513753071297,23.357281621309944,0,95.2056108081375,84.16553217656987,88.40396218473292
cl1x8q730001m3f6b3ehrw3ir,198.47782289353023,12.770691017278086,1440,747,529.7517809687406,34.04027508232871,31.270899270239944,0,91.86441412300329,37.51641544138907,40.838899153219316
cl1x8qbrj001r3f6bqrp39tej,19.79166666666663,1.273458445040212,1440,747,29.01729282481437,1.8645650007912848,1.8111555633009626,0,97.13555507758345,68.29788419817926,70.31193072776374
cl1x8qhfm001w3f6bqonobao6,27.50078913009182,1.7694877724455864,1440,747,85.36493123874445,5.485296786425346,5.1913731229495195,0,94.64160874206097,32.25874262309013,34.08515879205843
cl1x8qm6k00203f6bhtj7t6h9,330.03741633420225,34.8171340308609,1440,456,418.73269160546994,44.07712543215473,42.44801415156661,0,96.30395298101799,78.99138995453055,82.02299854721453
cl1x8y8wp00243f6bczckj7d5,463.9522993919861,87.33219753260916,1440,256,609.8259901491449,114.34237315296467,97.03012630381822,0,84.85929024230894,76.3778073905971,90.00523946465539
cl1x8zxp700293f6bs2hoa2iz,697.5348769157632,74.40372020434808,1440,451,744.4900877868392,79.23619559593855,77.00156522431898,0,97.17978588596685,93.90117691132791,96.62624387906541
cl1x9htyz002d3f6b4gnhli6c,174.5934016587618,102.20101560512886,1440,83,182.34256340386935,105.45112100464735,97.23028006056481,0,92.20412180945877,96.91790341481979,105.11233284679193
cl1x9o3hb002i3f6bwfsaz760,297.1964633827635,83.91429554336852,1440,171,333.98203900249206,93.74934428140128,83.6964976756003,0,89.27688861948089,89.50920797001893,100.26022339502472
cl1x9r870002n3f6bpj1mow54,18.546347723713318,1.1933306846357095,1440,747,36.97267757458413,2.375754382302595,2.271712732531846,0,95.6206899776436,50.22954786593412,52.52999939414571
cl1x9tim6002r3f6bnk8nzm3n,0.0,0.0,1440,265,0.0,0.0,0.0,0,0.0,0.0,0.0
cl1x9tnl9002v3f6bkrmbhl5x,8.589803386703478,1.5617824339460868,1440,265,8.589803386703478,1.5558889153274225,1.5184477382206218,0,97.59358288770112,100.37878787878786,102.85388127853821
cl1x9ts9b002z3f6b0pi7kuyi,0.0,0.0,1440,265,0.0,0.0,0.0,0,0.0,0.0,0.0
cl1x9twmy00333f6bapw23fc5,4.1666666666667425,0.7575757575757713,1440,265,4.1666666666667425,0.7547169811320893,0.7409670766175315,0,98.17813765182112,100.37878787878786,102.24148703530223
cl1x9u25i00373f6bd1lovl0h,87.35727446971879,15.883140812676144,1440,265,135.12078194498415,24.474707673053732,21.91200214342454,0,89.52916797265493,64.89614104834939,72.48603166754634
cl1x9u91c003b3f6b9lj56i8z,461.75451367883534,83.95536612342461,1440,265,495.7445966050793,89.79524768695777,83.202954536931,0,92.65852779535876,93.4964469568679,100.90430873600724
cl1x9udl2003e3f6btxubnfcc,6.588078458684109,1.1978324470334742,1440,265,6.588078458684109,1.1933123245918387,1.1645962526097275,0,97.59358288770434,100.37878787878786,102.85388127853479
cl1x9un2t003i3f6byl7il2vz,6.588078458684099,1.1978324470334725,1440,265,6.5880784586841,1.1933123245918371,1.1715718166539197,0,98.17813765182107,100.37878787878785,102.24148703530224
cl1x9v1p4003m3f6bem40q8rb,0.0,0.0,1440,265,0.0,0.0,0.0,0,0.0,0.0,0.0
cl1x9v6r9003q3f6bfuilxdsj,115.94363004159486,21.080660007562702,1440,265,166.41136782222472,30.142436435723724,28.18695096630191,0,93.51251690090903,69.93681500337733,74.78872061318398
cl1x9vacg003u3f6bfq428da7,21.449229460389592,3.8998599018890165,1440,265,21.449229460389592,3.885143449429058,3.791650692624604,0,97.59358288770024,100.37878787878786,102.85388127853912
