frame_name,fid,class,bb0,bb1,bb2,bb3,ID,center_x_pixels,center_y_pixels,center_x_um,center_y_um,frame_number,delta_x,delta_y,avg_center_x_um,avg_center_y_um,riser,ALH Mean,ALH Max
29_frame_0_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,0,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_1_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,1,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_2_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,2,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_3_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,3,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_4_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,4,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_5_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,5,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_6_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,6,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_7_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,7,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_8_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,8,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_9_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,9,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_10_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,10,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_11_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,11,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_12_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,12,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_13_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,13,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_14_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,14,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_15_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,15,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_16_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,16,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_17_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,17,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_18_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,18,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_19_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,19,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_20_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,20,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_21_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,21,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_22_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,22,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_23_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,23,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_24_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,24,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_25_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,25,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_26_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,26,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_27_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,27,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_28_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,28,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_29_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,29,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_30_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,30,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_31_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,31,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_32_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,32,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_33_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,33,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_34_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,34,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_35_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,35,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_36_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,36,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_37_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,37,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_38_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,38,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_39_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,39,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_40_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,40,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_41_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,41,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_42_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,42,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_43_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,43,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_44_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,44,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_45_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,45,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_46_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,46,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_47_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,47,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_48_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,48,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_49_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,49,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_50_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,50,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_51_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,51,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_52_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,52,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_53_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,53,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_54_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,54,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
29_frame_55_with_ftid,ckz3w0j4d00133867psu0dku8,0,0.6125,0.1875,0.040625,0.0458333333333333,29,392.0,90.0,816.6666666666667,187.5,55,0.0,0.0,816.6666666666667,187.5,0.0,0.0,0.0
